Neighborhood,Latitude,Longitude,District,Venue,VenueLatitude,VenueLongitude,Category,Distance
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,YWCA,39.10559716400258,-84.51220929327866,Gym,741
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,LOCOBA By Platform,39.108749496279046,-84.5116733521384,Beer Bar,474
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Jeff Ruby's Steakhouse,39.103869041806995,-84.5119588516162,Steakhouse,927
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Kroger On The Rhine,39.107139,-84.512617,Grocery Store,570
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Aronoff Center for the Arts,39.103559573783585,-84.51193246608918,Performing Arts Venue,961
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Arnold's Bar & Grill,39.1049774191832,-84.51020930995345,Bar,883
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Court Street Lobster Bar,39.1062452,-84.5152677,Seafood Restaurant,608
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Alléz Bakery,39.109606,-84.51151999999999,Bakery,425
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,21c Museum Hotels - Cincinnati,39.103165198503255,-84.51208731865279,Hotel,998
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Cuban Pete Sandwiches,39.106475,-84.511285,Cuban Restaurant,692
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Milton's - The Prospect Hill Tavern,39.1135171691661,-84.51070744765669,Bar,471
Over-the-Rhine,39.11170000000004,-84.51563999999996,1,Total Juice Plus,39.103374705578986,-84.51354338150655,Juice Bar,944
Pendleton,39.11040811844508,-84.50692718446123,1,Boomtown Biscuits & Whiskey,39.10966212284184,-84.5085573939803,American Restaurant,163
Pendleton,39.11040811844508,-84.50692718446123,1,Pendleton Art Center,39.111101295805554,-84.50677843643216,Art Gallery,78
Pendleton,39.11040811844508,-84.50692718446123,1,Nation,39.1097372681123,-84.50840523573173,Burger Joint,147
Pendleton,39.11040811844508,-84.50692718446123,1,Urbana Cafe,39.109912,-84.508293,Coffee Shop,130
Pendleton,39.11040811844508,-84.50692718446123,1,HighStreet Design Studio & Store,39.111990000000006,-84.50354399999999,Furniture / Home Store,341
Pendleton,39.11040811844508,-84.50692718446123,1,Nicola's,39.11227564410498,-84.5106029405302,Italian Restaurant,379
Pendleton,39.11040811844508,-84.50692718446123,1,Goodfellas Pizzeria,39.10917123109084,-84.51168351329665,Pizza Place,433
Pendleton,39.11040811844508,-84.50692718446123,1,Macaron Bar,39.10939286411259,-84.51166103432587,Bakery,424
Pendleton,39.11040811844508,-84.50692718446123,1,Brewdog Cincinnati,39.10826,-84.508995,Beer Bar,298
Pendleton,39.11040811844508,-84.50692718446123,1,Collective Espresso,39.11062863273613,-84.51171256306424,Coffee Shop,414
Pendleton,39.11040811844508,-84.50692718446123,1,Longfellow,39.109734409655424,-84.51270379561795,Bar,504
Pendleton,39.11040811844508,-84.50692718446123,1,Pins Mechanical Company,39.10849328261272,-84.51135009527206,Bar,437
Pendleton,39.11040811844508,-84.50692718446123,1,Wódka Bar,39.109222,-84.51161,Cocktail Bar,425
Pendleton,39.11040811844508,-84.50692718446123,1,Brown Bear Bakery,39.109888,-84.512572,Bakery,491
Pendleton,39.11040811844508,-84.50692718446123,1,Wiseguy Lounge,39.109154827031496,-84.51170278538412,Speakeasy,435
Pendleton,39.11040811844508,-84.50692718446123,1,16-Bit Bar+Arcade,39.110354229394886,-84.51369888547038,Bar,584
Pendleton,39.11040811844508,-84.50692718446123,1,Coffee Emporium,39.10749750998573,-84.51238976791237,Coffee Shop,572
Pendleton,39.11040811844508,-84.50692718446123,1,Lucius Q,39.10959027476282,-84.50852248868608,BBQ Joint,165
Pendleton,39.11040811844508,-84.50692718446123,1,MOTR Pub,39.1111109,-84.5122466,Bar,466
Pendleton,39.11040811844508,-84.50692718446123,1,Japp's Since 1879,39.10872623986601,-84.51178367571848,Cocktail Bar,459
Pendleton,39.11040811844508,-84.50692718446123,1,Bobby's Burger Palace,39.1081284173285,-84.50629121781309,Burger Joint,259
Pendleton,39.11040811844508,-84.50692718446123,1,Rosedale,39.109389568373075,-84.51109106580746,Restaurant,377
Pendleton,39.11040811844508,-84.50692718446123,1,Please,39.11137142031905,-84.51306181221263,American Restaurant,540
Pendleton,39.11040811844508,-84.50692718446123,1,LouVino OTR,39.10903216505552,-84.51152331439272,Wine Bar,425
Pendleton,39.11040811844508,-84.50692718446123,1,Gomez Salsa,39.10853166560742,-84.51297131158685,Mexican Restaurant,562
Pendleton,39.11040811844508,-84.50692718446123,1,Woodward Theater,39.11132234622475,-84.5121193414439,Concert Hall,459
Pendleton,39.11040811844508,-84.50692718446123,1,Boba Cha,39.11291911958161,-84.51253537099717,Bubble Tea Shop,559
Pendleton,39.11040811844508,-84.50692718446123,1,Aladdin’s Eatery,39.10893,-84.511744,Mediterranean Restaurant,447
Pendleton,39.11040811844508,-84.50692718446123,1,The Cabaret,39.108487187685036,-84.51296386057813,Gay Bar,563
Pendleton,39.11040811844508,-84.50692718446123,1,Tom & Chee,39.10682044582182,-84.5117103944464,Sandwich Place,574
Pendleton,39.11040811844508,-84.50692718446123,1,SugarSnap!,39.10945575405952,-84.51290226157433,Cupcake Shop,526
Pendleton,39.11040811844508,-84.50692718446123,1,Liberty's Bar & Bottle,39.11221229776944,-84.51242622036936,Bar,515
Pendleton,39.11040811844508,-84.50692718446123,1,The Pony,39.1111046210156,-84.51209277443574,Bar,452
Pendleton,39.11040811844508,-84.50692718446123,1,The Eagle OTR,39.110601,-84.51505,Fried Chicken Joint,701
Pendleton,39.11040811844508,-84.50692718446123,1,Cheapside Cafe,39.10544225068649,-84.50773946152565,Café,557
Pendleton,39.11040811844508,-84.50692718446123,1,Taste of Belgium OTR,39.10830877850144,-84.51480586903104,American Restaurant,719
Pendleton,39.11040811844508,-84.50692718446123,1,1215 Wine Bar & Coffee Lab,39.10885067861751,-84.51501413009079,Coffee Shop,719
Pendleton,39.11040811844508,-84.50692718446123,1,Below Zero Lounge,39.108456922384576,-84.51301040154883,Cocktail Bar,568
Pendleton,39.11040811844508,-84.50692718446123,1,Bakersfield,39.1086868,-84.5151303,Taco Place,734
Pendleton,39.11040811844508,-84.50692718446123,1,Know Theatre of Cincinnati,39.108054674136646,-84.5136522658759,Indie Theater,637
Pendleton,39.11040811844508,-84.50692718446123,1,Ché,39.11095585092705,-84.51347579324168,Argentinian Restaurant,568
Pendleton,39.11040811844508,-84.50692718446123,1,Senate Restaurant,39.10869581272631,-84.51481862131597,Gastropub,707
Pendleton,39.11040811844508,-84.50692718446123,1,Arnold's Bar & Grill,39.1049774191832,-84.51020930995345,Bar,667
Pendleton,39.11040811844508,-84.50692718446123,1,rhinehaus,39.10854353348844,-84.51241364260267,Sports Bar,517
Pendleton,39.11040811844508,-84.50692718446123,1,Graeter's Ice Cream,39.1106288,-84.5156446,Ice Cream Shop,753
Pendleton,39.11040811844508,-84.50692718446123,1,A Tavola,39.10897345340725,-84.5148912654736,Italian Restaurant,706
Pendleton,39.11040811844508,-84.50692718446123,1,Playhouse in the Park,39.11125544914905,-84.49775408756305,Theater,797
Pendleton,39.11040811844508,-84.50692718446123,1,Pontiac,39.110682222587535,-84.51547595489116,BBQ Joint,739
Pendleton,39.11040811844508,-84.50692718446123,1,Holtman's Donut Shop,39.110494285115905,-84.51536888740317,Donut Shop,729
Pendleton,39.11040811844508,-84.50692718446123,1,Pepp & Dolores,39.11183,-84.51595,Restaurant,795
Pendleton,39.11040811844508,-84.50692718446123,1,Le's Pho and Sandwiches,39.10636909761984,-84.51413150682458,Vietnamese Restaurant,767
Pendleton,39.11040811844508,-84.50692718446123,1,Prism,39.107634041573846,-84.5074561639552,Steakhouse,312
Pendleton,39.11040811844508,-84.50692718446123,1,Abigail Street,39.10878751867465,-84.51485664264295,Tapas Restaurant,708
Pendleton,39.11040811844508,-84.50692718446123,1,HomeMakers Bar,39.109562,-84.513611,Bar,584
Pendleton,39.11040811844508,-84.50692718446123,1,Avril-Bleh & Sons Meat Market,39.10651012726465,-84.5130532913989,Butcher,684
Pendleton,39.11040811844508,-84.50692718446123,1,Sundry and Vice,39.10937838604377,-84.5158521450369,Cocktail Bar,779
Pendleton,39.11040811844508,-84.50692718446123,1,The Bagelry,39.11122,-84.514133,Bagel Shop,628
Pendleton,39.11040811844508,-84.50692718446123,1,Low Spark,39.110488150536774,-84.51618023143342,Bar,799
Pendleton,39.11040811844508,-84.50692718446123,1,Ensemble Theatre Cincinnati,39.108070471356115,-84.51475689760294,Theater,724
Pendleton,39.11040811844508,-84.50692718446123,1,Jeff Ruby's Steakhouse,39.103869041806995,-84.5119588516162,Steakhouse,847
Pendleton,39.11040811844508,-84.50692718446123,1,Aronoff Center for the Arts,39.103559573783585,-84.51193246608918,Performing Arts Venue,876
Pendleton,39.11040811844508,-84.50692718446123,1,Salazar,39.11048085528401,-84.51624553497133,New American Restaurant,804
Pendleton,39.11040811844508,-84.50692718446123,1,YWCA,39.10559716400258,-84.51220929327866,Gym,703
Pendleton,39.11040811844508,-84.50692718446123,1,Cuban Pete Sandwiches,39.106475,-84.511285,Cuban Restaurant,577
Pendleton,39.11040811844508,-84.50692718446123,1,Washington Park,39.109374514741745,-84.51746475360353,Park,917
Pendleton,39.11040811844508,-84.50692718446123,1,Silverglades on 8th,39.105252,-84.509121,Deli / Bodega,604
Pendleton,39.11040811844508,-84.50692718446123,1,LOCOBA By Platform,39.108749496279046,-84.5116733521384,Beer Bar,449
Pendleton,39.11040811844508,-84.50692718446123,1,Sotto,39.102797145086065,-84.5112633595765,Italian Restaurant,926
Pendleton,39.11040811844508,-84.50692718446123,1,Taft's Ale House,39.11137752027737,-84.51747639808683,Brewery,917
Pendleton,39.11040811844508,-84.50692718446123,1,HOMAGE,39.10935349590247,-84.51500784001563,Clothing Store,707
Pendleton,39.11040811844508,-84.50692718446123,1,21c Museum Hotels - Cincinnati,39.103165198503255,-84.51208731865279,Hotel,921
Pendleton,39.11040811844508,-84.50692718446123,1,The Blind Lemon,39.1094217714065,-84.49752115284853,Bar,819
Pendleton,39.11040811844508,-84.50692718446123,1,Boca,39.10278464763958,-84.51130154028056,Restaurant,928
Pendleton,39.11040811844508,-84.50692718446123,1,Krueger's Tavern,39.10861,-84.51514,Gastropub,737
Pendleton,39.11040811844508,-84.50692718446123,1,Halfcut,39.10852089636924,-84.51307969352193,Bar,571
Pendleton,39.11040811844508,-84.50692718446123,1,Zula Restaurant and Wine Bar,39.11046,-84.516837,Seafood Restaurant,855
Pendleton,39.11040811844508,-84.50692718446123,1,Ohio Book Store Inc,39.1048,-84.51021,Bookstore,685
Pendleton,39.11040811844508,-84.50692718446123,1,Ziegler Park,39.11030188120334,-84.51073318719864,Park,328
Pendleton,39.11040811844508,-84.50692718446123,1,Revolution Rotisserie & Bar,39.107259870169685,-84.51624133487621,American Restaurant,877
Pendleton,39.11040811844508,-84.50692718446123,1,Cincinnati Art Museum,39.11407918425646,-84.49692249298096,Art Museum,955
Pendleton,39.11040811844508,-84.50692718446123,1,3 Points Urban Brewery,39.1102278091504,-84.50860114269034,Brewery,145
Pendleton,39.11040811844508,-84.50692718446123,1,First Watch,39.10411896706647,-84.51145382405103,Breakfast Spot,801
Pendleton,39.11040811844508,-84.50692718446123,1,Alléz Bakery,39.109606,-84.51151999999999,Bakery,406
Pendleton,39.11040811844508,-84.50692718446123,1,Nada,39.102941384644005,-84.51168030634224,Mexican Restaurant,927
Pendleton,39.11040811844508,-84.50692718446123,1,Kroger On The Rhine,39.107139,-84.512617,Grocery Store,611
Pendleton,39.11040811844508,-84.50692718446123,1,Queen City Exchange,39.1060916821933,-84.51535323559246,Bar,872
Pendleton,39.11040811844508,-84.50692718446123,1,Quan Hapa,39.110391541784985,-84.51528122688309,Asian Restaurant,721
Pendleton,39.11040811844508,-84.50692718446123,1,Cafe De Paris,39.104384104001454,-84.51450141553399,Café,936
Pendleton,39.11040811844508,-84.50692718446123,1,Milton's - The Prospect Hill Tavern,39.1135171691661,-84.51070744765669,Bar,475
Pendleton,39.11040811844508,-84.50692718446123,1,Contemporary Arts Center,39.10268457427867,-84.51181102495163,Art Museum,957
Pendleton,39.11040811844508,-84.50692718446123,1,Citybird Tenders,39.11081,-84.51516,Fried Chicken Joint,712
Pendleton,39.11040811844508,-84.50692718446123,1,Metropole,39.10317366028403,-84.51181252827459,Restaurant,909
Pendleton,39.11040811844508,-84.50692718446123,1,Goods on Main,39.109939000000004,-84.511569,Thrift / Vintage Store,404
Pendleton,39.11040811844508,-84.50692718446123,1,Total Juice Plus,39.103374705578986,-84.51354338150655,Juice Bar,969
Pendleton,39.11040811844508,-84.50692718446123,1,Market Street Buffet,39.107596668735965,-84.50674307402748,Buffet,313
Pendleton,39.11040811844508,-84.50692718446123,1,JACK Cincinnati Casino,39.108425097364716,-84.5061884505029,Casino,229
Pendleton,39.11040811844508,-84.50692718446123,1,Knockback Nat's,39.1037127711672,-84.51388574348721,Bar,957
Pendleton,39.11040811844508,-84.50692718446123,1,MiCA 12/v,39.10834926690849,-84.51482143345352,Design Studio,719
Pendleton,39.11040811844508,-84.50692718446123,1,Maize Venezuelan Eatery,39.11139,-84.517105,Venezuelan Restaurant,885
Pendleton,39.11040811844508,-84.50692718446123,1,Jean-Robert's Table,39.10410126824659,-84.5136491885003,French Restaurant,911
Queensgate,39.20572478016706,-84.3864358923179,1,Dewey's Pizza,39.20230835397945,-84.38087364196704,Pizza Place,612
Queensgate,39.20572478016706,-84.3864358923179,1,ArrechiSSimo,39.206807,-84.391296,South American Restaurant,436
Queensgate,39.20572478016706,-84.3864358923179,1,Deer Park Deli,39.205265683879716,-84.39291437084276,Liquor Store,561
Queensgate,39.20572478016706,-84.3864358923179,1,Kenwood Theatre,39.20265617697329,-84.38037233410613,Movie Theater,624
Queensgate,39.20572478016706,-84.3864358923179,1,The LEGO Store,39.20172106118801,-84.3784029820189,Toy / Game Store,823
Queensgate,39.20572478016706,-84.3864358923179,1,Macy's,39.2045474,-84.3775994,Department Store,773
Queensgate,39.20572478016706,-84.3864358923179,1,Trader Joe's,39.197638863396065,-84.3814595550294,Grocery Store,997
Queensgate,39.20572478016706,-84.3864358923179,1,The Cheesecake Factory,39.20181909829876,-84.3769111116714,American Restaurant,929
Queensgate,39.20572478016706,-84.3864358923179,1,Maggiano's Little Italy,39.201246373231136,-84.37757974928869,Italian Restaurant,912
Queensgate,39.20572478016706,-84.3864358923179,1,Kenwood Towne Centre,39.2022378,-84.3772003,Shopping Mall,886
Queensgate,39.20572478016706,-84.3864358923179,1,The Root Cellar,39.197095140876115,-84.38619139421057,Wine Shop,960
Queensgate,39.20572478016706,-84.3864358923179,1,LUSH,39.202507,-84.377025,Cosmetics Shop,887
Queensgate,39.20572478016706,-84.3864358923179,1,Bath & Body Works,39.20299193341248,-84.37725290854729,Cosmetics Shop,848
Queensgate,39.20572478016706,-84.3864358923179,1,Godiva Chocolatier,39.2019564,-84.3772957,Chocolate Shop,893
Queensgate,39.20572478016706,-84.3864358923179,1,SEPHORA,39.20312631388288,-84.37705459755324,Cosmetics Shop,859
Queensgate,39.20572478016706,-84.3864358923179,1,Williams-Sonoma,39.20305250051999,-84.37723307981736,Kitchen Supply Store,847
Queensgate,39.20572478016706,-84.3864358923179,1,Tiffany & Co.,39.200599,-84.379063,Jewelry Store,854
Queensgate,39.20572478016706,-84.3864358923179,1,Nordstrom,39.2001668,-84.3788864,Department Store,898
Queensgate,39.20572478016706,-84.3864358923179,1,Trio,39.19994062602011,-84.38087097764655,New American Restaurant,803
Queensgate,39.20572478016706,-84.3864358923179,1,Express,39.202121,-84.377749,Clothing Store,849
Queensgate,39.20572478016706,-84.3864358923179,1,Apple Kenwood Towne Centre,39.2016074,-84.3778407,Electronics Store,871
Queensgate,39.20572478016706,-84.3864358923179,1,Victoria's Secret,39.20264020033999,-84.37718605563754,Lingerie Store,868
Queensgate,39.20572478016706,-84.3864358923179,1,LaRosa's Pizzeria,39.1969348,-84.3867757,Pizza Place,978
Queensgate,39.20572478016706,-84.3864358923179,1,Hot Topic,39.20319340871331,-84.37728830170502,Clothing Store,837
Queensgate,39.20572478016706,-84.3864358923179,1,Tiffany & Co.,39.20226875263373,-84.37719259755323,Jewelry Store,885
Queensgate,39.20572478016706,-84.3864358923179,1,lululemon athletica,39.20281972529408,-84.3769097328186,Clothing Store,883
Queensgate,39.20572478016706,-84.3864358923179,1,GameStop,39.202944176365634,-84.37723504017984,Video Game Store,851
Queensgate,39.20572478016706,-84.3864358923179,1,Restoration Hardware,39.20095923111386,-84.37870414081168,Furniture / Home Store,852
Queensgate,39.20572478016706,-84.3864358923179,1,H&M,39.2021003925055,-84.37754163558196,Clothing Store,866
Queensgate,39.20572478016706,-84.3864358923179,1,J.Crew,39.20156481890501,-84.3780751147094,Clothing Store,857
Queensgate,39.20572478016706,-84.3864358923179,1,Victoria's Secret PINK,39.20267982049208,-84.3771606107129,Lingerie Store,868
Queensgate,39.20572478016706,-84.3864358923179,1,Kung Fu Tea,39.203949,-84.377442,Bubble Tea Shop,800
Queensgate,39.20572478016706,-84.3864358923179,1,Dillard's,39.2029226,-84.3758817,Department Store,962
Queensgate,39.20572478016706,-84.3864358923179,1,Ebar,39.199957600492425,-84.3793934583664,Coffee Shop,883
Queensgate,39.20572478016706,-84.3864358923179,1,Skyline Chili,39.197268926059884,-84.38612312078476,Hot Dog Joint,941
Queensgate,39.20572478016706,-84.3864358923179,1,Disney store,39.201602,-84.378462,Toy / Game Store,826
Queensgate,39.20572478016706,-84.3864358923179,1,Kenwood Town Centre Food Court,39.202321025791925,-84.37719838153596,Food Court,882
Queensgate,39.20572478016706,-84.3864358923179,1,Starbucks,39.20249547,-84.37721796,Coffee Shop,872
Queensgate,39.20572478016706,-84.3864358923179,1,Chick-fil-A,39.202026,-84.3770352,Fast Food Restaurant,909
Queensgate,39.20572478016706,-84.3864358923179,1,Michael Kors,39.2020902,-84.3770781,Accessories Store,902
Queensgate,39.20572478016706,-84.3864358923179,1,kate spade new york,39.20244415047408,-84.37744455312891,Women's Store,857
Queensgate,39.20572478016706,-84.3864358923179,1,Pottery Barn,39.2014745776287,-84.37807857126934,Furniture / Home Store,862
Queensgate,39.20572478016706,-84.3864358923179,1,Foot Locker,39.202277168989156,-84.37726830555727,Shoe Store,879
Queensgate,39.20572478016706,-84.3864358923179,1,Chamberlin Park,39.20420682510696,-84.39716940953517,Park,941
Queensgate,39.20572478016706,-84.3864358923179,1,Jared The Galleria of Jewelry,39.19859765835063,-84.37986873345746,Jewelry Store,974
Queensgate,39.20572478016706,-84.3864358923179,1,Wild Eggs,39.196940999999995,-84.38698199999999,Breakfast Spot,978
Queensgate,39.20572478016706,-84.3864358923179,1,Strikes And Spares,39.20664825780815,-84.39170723479326,Bowling Alley,466
Queensgate,39.20572478016706,-84.3864358923179,1,312,39.21176911789426,-84.38880135266061,Pub,703
Queensgate,39.20572478016706,-84.3864358923179,1,Car Rock Cafe,39.20501270575407,-84.3930935393948,Bar,579
Queensgate,39.20572478016706,-84.3864358923179,1,Shell,39.20752379,-84.39069265,Gas Station,418
Queensgate,39.20572478016706,-84.3864358923179,1,Cincinnati Fit Body Boot Camp,39.206077575683594,-84.39293670654297,Gym / Fitness Center,562
Queensgate,39.20572478016706,-84.3864358923179,1,Bangkok St.,39.19685236730707,-84.38672611866168,Thai Restaurant,987
West End,39.10880000000003,-84.53252999999995,1,Cincinnati Museum Center at Union Terminal,39.10991269302065,-84.53684985637665,History Museum,393
West End,39.10880000000003,-84.53252999999995,1,Duke Energy Children's Museum At Union Terminal,39.10996930059804,-84.53706349948762,Museum,412
West End,39.10880000000003,-84.53252999999995,1,Wendy’s,39.1062934,-84.5335638,Fast Food Restaurant,292
West End,39.10880000000003,-84.53252999999995,1,LaRosa's Pizzeria Queensgate,39.10442835581792,-84.5385226912133,Pizza Place,710
West End,39.10880000000003,-84.53252999999995,1,Frisch's Big Boy,39.106051913096735,-84.53298479318619,American Restaurant,308
West End,39.10880000000003,-84.53252999999995,1,SUBWAY,39.1029932,-84.5302188,Sandwich Place,676
West End,39.10880000000003,-84.53252999999995,1,Betts-Longworth Historic District,39.10777594846779,-84.52150278953103,Historic Site,959
West End,39.10880000000003,-84.53252999999995,1,U.S. Bank ATM,39.103171962553986,-84.5316620074068,ATM,630
West End,39.10880000000003,-84.53252999999995,1,Richie's Restaurant,39.10653995419118,-84.52584382598786,Fried Chicken Joint,629
West End,39.10880000000003,-84.53252999999995,1,STARGEL STADIUM,39.110384761811204,-84.5228768089002,Stadium,852
West End,39.10880000000003,-84.53252999999995,1,Crosley Field Historic Site,39.11653068086503,-84.53578233718872,Historic Site,905
West End,39.10880000000003,-84.53252999999995,1,White Castle,39.10263377032015,-84.52887276773671,Fast Food Restaurant,755
West End,39.10880000000003,-84.53252999999995,1,Carl H. Lindner YMCA,39.111307001304624,-84.52856993255723,Gym / Fitness Center,441
West End,39.10880000000003,-84.53252999999995,1,Neil Armstrong Space Exploration Gallery,39.110403,-84.537234,History Museum,443
West End,39.10880000000003,-84.53252999999995,1,Graybar Electric Supply,39.10438592532068,-84.5336803421742,Construction & Landscaping,501
West End,39.10880000000003,-84.53252999999995,1,CSX Tower A,39.10995085835051,-84.53829610362115,Light Rail Station,514
West End,39.10880000000003,-84.53252999999995,1,Red Squirrel,39.104582,-84.535322,Sandwich Place,527
West End,39.10880000000003,-84.53252999999995,1,Cincinnati Police Museum,39.103110976008516,-84.53285476720632,History Museum,633
West End,39.10880000000003,-84.53252999999995,1,The Betts House,39.10651859090634,-84.5257919419818,History Museum,635
West End,39.10880000000003,-84.53252999999995,1,Semless Design & Printing,39.103665,-84.536049,Paper / Office Supplies Store,647
California,39.065360000000055,-84.42364999999995,2,California Golf Course,39.064939820147195,-84.42150774270279,Golf Course,190
California,39.065360000000055,-84.42364999999995,2,Lebo's bar & grill,39.06555851503905,-84.42402641370025,American Restaurant,39
California,39.065360000000055,-84.42364999999995,2,River City Sports Complex,39.06173174321973,-84.42484087666266,Athletics & Sports,416
California,39.065360000000055,-84.42364999999995,2,Touch Of Elegance,39.06364285541933,-84.42309801259229,Bridal Shop,197
California,39.065360000000055,-84.42364999999995,2,California Deli,39.06401099608607,-84.42343412534875,Deli / Bodega,151
California,39.065360000000055,-84.42364999999995,2,Dead Low Brewing,39.063585,-84.422975,Brewery,206
California,39.065360000000055,-84.42364999999995,2,Riverstar,39.0620536127019,-84.4247624386464,Baseball Field,380
California,39.065360000000055,-84.42364999999995,2,Satisfaction Cruises,39.065595,-84.430296,Boat or Ferry,575
California,39.065360000000055,-84.42364999999995,2,Python,39.059085845947266,-84.42109680175781,Theme Park Ride / Attraction,732
California,39.065360000000055,-84.42364999999995,2,Village Players Theatre,39.07025869660452,-84.43174712819216,Theater,887
California,39.065360000000055,-84.42364999999995,2,Ohio/Kentucky State Line,39.057579,-84.429461,Border Crossing,1001
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Alms Park,39.111463376977945,-84.42933694013165,Park,507
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Moksha Yoga + Athletica Cincinnati,39.116005577804124,-84.43817430522212,Yoga Studio,574
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Taglio,39.115722999999996,-84.43819599999999,Pizza Place,574
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,The Precinct,39.11716332760182,-84.43970807146235,Steakhouse,724
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Streetside Brewery,39.10919256471454,-84.43294652581494,Brewery,733
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Allyn's Cafe,39.116660723046635,-84.43757569106278,Cajun / Creole Restaurant,532
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,beneFIT Studio,39.10971170547179,-84.43368042346853,Gym / Fitness Center,690
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Pearl's,39.11614997648562,-84.43898972878341,Bar,645
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Swampwater Grill,39.11192322694062,-84.43835751595505,Cajun / Creole Restaurant,722
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Starbucks,39.11550600095668,-84.43638206635728,Coffee Shop,418
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Eli's BBQ,39.11791133645929,-84.44257760103798,BBQ Joint,984
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Buz,39.11577658294502,-84.43782778393717,Restaurant,543
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Tostado's Grill,39.11666764640575,-84.43942646125417,Karaoke Bar,689
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Verizon Authorized Retailer – TCC,39.11642177351915,-84.43808399142199,Mobile Phone Shop,571
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Stanley's,39.11494461142224,-84.43729456959377,Bar,503
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Riverside Antique Mall,39.111982,-84.43858,Antique Shop,734
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Irish Heritage Center of Greater Cincinnati,39.10987909336428,-84.43379751433625,Theater,675
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Anytime Fitness,39.1157,-84.43801,Gym / Fitness Center,558
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Speedway,39.11461343224723,-84.43611118794738,Gas Station,412
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Bruegger's Bagels,39.116482025818364,-84.43827781349182,Bagel Shop,588
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,It's Working Out,39.11639,-84.437113,Gym,487
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Columbia Square,39.11652316138847,-84.43815159356397,Plaza,578
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Modo Yoga Cincinnati,39.116041484012676,-84.43832259354042,Yoga Studio,587
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Rakestraw Field,39.11428329286714,-84.43918731809944,Baseball Field,678
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Local Post,39.109512,-84.433438,Bar,706
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,POP! aka Post Office Place Pizza,39.109519,-84.433482,Pizza Place,707
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Say Cheese,39.11186813600947,-84.43819774009606,American Restaurant,715
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,Wyatt's Bar And Grill,39.111712313106054,-84.43846436379248,American Restaurant,744
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,ENGINEERED ENVIRONMENTAL LLC,39.111671447753906,-84.42363739013672,Garden Center,816
Columbia-Tusculum,39.11569000000003,-84.43153999999998,2,All About Dogs,39.108082,-84.435262,Dog Run,905
East End,39.100130000000036,-84.42789999999997,2,United Dairy Farmers (UDF),39.101715,-84.43214,Ice Cream Shop,406
East End,39.100130000000036,-84.42789999999997,2,Hitching Post,39.09522422420037,-84.42927357058385,American Restaurant,558
East End,39.100130000000036,-84.42789999999997,2,Lunken Bike Trail,39.1025807668415,-84.43011128794122,Trail,333
East End,39.100130000000036,-84.42789999999997,2,Sky Galley,39.103937031147176,-84.42930495706099,American Restaurant,440
East End,39.100130000000036,-84.42789999999997,2,Cincinnati Municipal Airport - Lunken Field (LUK),39.10022392024144,-84.42084297537804,Airport,609
East End,39.100130000000036,-84.42789999999997,2,Shell,39.095707,-84.429588,Gas Station,513
East End,39.100130000000036,-84.42789999999997,2,Inner Circle,39.10058780130691,-84.43298295218015,Concert Hall,442
East End,39.100130000000036,-84.42789999999997,2,Executive Jet Management,39.098871761344945,-84.42653689522758,Office,182
